# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
yeaP	ECB_01763	ECB_01763	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yeaQ	ECB_01764	ECB_01764	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yeaR	ECB_01766	ECB_01766	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yeaS	ECB_01768	ECB_01768	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yeaT	ECB_01769	ECB_01769	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yeaU	ECB_01770	ECB_01770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yeaV	ECB_01771	ECB_01771	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yeaW	ECB_01772	ECB_01772	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeaX	ECB_01773	ECB_01773	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeaY	ECB_01776	ECB_01776	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeaZ	ECB_01777	ECB_01777	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yebA	ECB_01827	ECB_01827	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yebE	ECB_01817	ECB_01817	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yebF	ECB_01818	ECB_01818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yebG	ECB_01819	ECB_01819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yebK	ECB_01824	ECB_01824	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yebN	ECB_01791	ECB_01791	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
yebO	ECB_01795	ECB_01795	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
yebQ	ECB_01799	ECB_01799	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	1	3
yebR	ECB_01803	ECB_01803	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yebS	ECB_01804	ECB_01804	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
yebT	ECB_01805	ECB_01805	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yebU	ECB_01806	ECB_01806	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yebV	ECB_01807	ECB_01807	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yebW	ECB_01808	ECB_01808	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yebY	ECB_01810	ECB_01810	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yebZ	ECB_01811	ECB_01811	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
yecA	ECB_01876	ECB_01876	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yecG	ECB_01864	ECB_01864	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
yecH	ECB_01874	ECB_01874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yecI	ECB_01870	ECB_01870	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yecJ	ECB_01871	ECB_01871	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yecM	ECB_01846	ECB_01846	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yecN	ECB_01840	ECB_01840	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yecO	ECB_01841	ECB_01841	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yecP	ECB_01842	ECB_01842	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yecR	ECB_01872	ECB_01872	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yecT	ECB_01848	ECB_01848	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yedU	ECB_01882	ECB_01882	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yedV	ECB_01883	ECB_01883	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yedW	ECB_01884	ECB_01884	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
yedX	ECB_01885	ECB_01885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yedY	ECB_01886	ECB_01886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yedZ	ECB_01887	ECB_01887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yeeA	ECB_01911	ECB_01911	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
yeeD	ECB_01915	ECB_01915	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yeeE	ECB_01916	ECB_01916	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yeeF	ECB_01917	ECB_01917	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
yeeI	ECB_01890	ECB_01890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yeeJ	ECB_01891	ECB_01891	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeeN	ECB_01895	ECB_01895	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yeeO	ECB_01896	ECB_01896	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yeeR	ECB_02801	ECB_02801	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2
yeeS	ECB_02805	ECB_02805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yeeT	ECB_02806	ECB_02806	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yeeU	ECB_02807	ECB_02807	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yeeX	ECB_01910	ECB_01910	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
yeeY	ECB_01918	ECB_01918	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
yeeZ	ECB_01919	ECB_01919	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yegD	ECB_01975	ECB_01975	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yegE	ECB_01973	ECB_01973	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yegH	ECB_01969	ECB_01969	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yegI	ECB_01976	ECB_01976	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yegK	ECB_01977	ECB_01977	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
yegL	ECB_01978	ECB_01978	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yegM	ECB_01979	ECB_01979	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yegN	ECB_01980	ECB_01980	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yegT	ECB_02026	ECB_02026	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
yegU	ECB_02027	ECB_02027	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3
yegV	ECB_02028	ECB_02028	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
yegW	ECB_02029	ECB_02029	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
yegX	ECB_02030	ECB_02030	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yehM	ECB_02049	ECB_02049	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yehP	ECB_02050	ECB_02050	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yehQ	ECB_02051	ECB_02051	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
yehR	ECB_02052	ECB_02052	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0
yehS	ECB_02053	ECB_02053	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yehT	ECB_02054	ECB_02054	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yehU	ECB_02055	ECB_02055	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yehV	ECB_02056	ECB_02056	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1
yehW	ECB_02058	ECB_02058	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0
yehX	ECB_02059	ECB_02059	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
yehY	ECB_02060	ECB_02060	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yehZ	ECB_02061	ECB_02061	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yeiA	ECB_02076	ECB_02076	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
yeiB	ECB_02081	ECB_02081	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	4
yeiC	ECB_02095	ECB_02095	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeiE	ECB_02086	ECB_02086	protein_coding	0	0	1	4	0	0	0	0	4	0	0	1	0	0	0	0	0
yeiG	ECB_02083	ECB_02083	protein_coding	1	0	0	6	0	0	0	0	4	1	0	0	0	0	0	0	2
yeiH	ECB_02087	ECB_02087	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
yeiI	ECB_02089	ECB_02089	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yeiJ	ECB_02090	ECB_02090	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yeiL	ECB_02092	ECB_02092	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeiM	ECB_02093	ECB_02093	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
yeiN	ECB_02094	ECB_02094	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeiP	ECB_02101	ECB_02101	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yeiQ	ECB_02102	ECB_02102	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yeiR	ECB_02103	ECB_02103	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yeiS	ECB_02074	ECB_02074	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yeiT	ECB_02075	ECB_02075	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
yeiU	ECB_02104	ECB_02104	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yeiW	ECB_02100	ECB_02100	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
yejA	ECB_02107	ECB_02107	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yejB	ECB_02108	ECB_02108	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yejE	ECB_02109	ECB_02109	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yejF	ECB_02110	ECB_02110	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yejG	ECB_02111	ECB_02111	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yejH	ECB_02114	ECB_02114	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yejK	ECB_02116	ECB_02116	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
yejL	ECB_02117	ECB_02117	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yejM	ECB_02118	ECB_02118	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yejO	ECB_02119	ECB_02119	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfaA	ECB_02156	ECB_02156	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfaD	ECB_02170	ECB_02170	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfaE	ECB_02162	ECB_02162	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yfaH	ECB_02164	ECB_02164	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfaL	ECB_02159	ECB_02159	protein_coding	1	0	2	2	0	0	0	0	1	1	0	2	0	0	0	0	1
yfaO	ECB_02177	ECB_02177	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfaP	ECB_02152	ECB_02152	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
yfaQ	ECB_02153	ECB_02153	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1
yfaS	ECB_02154	ECB_02154	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1
yfaT	ECB_02155	ECB_02155	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfaU	ECB_02171	ECB_02171	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
yfaV	ECB_02172	ECB_02172	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfaW	ECB_02173	ECB_02173	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfaX	ECB_02174	ECB_02174	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfaY	ECB_02175	ECB_02175	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfbB	ECB_02190	ECB_02190	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yfbE	ECB_02179	ECB_02179	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfbF	ECB_02180	ECB_02180	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yfbG	ECB_02181	ECB_02181	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
yfbH	ECB_02182	ECB_02182	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yfbJ	ECB_02185	ECB_02185	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yfbM	ECB_02198	ECB_02198	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfbQ	ECB_02215	ECB_02215	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
yfbR	ECB_02216	ECB_02216	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yfbS	ECB_02217	ECB_02217	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yfbT	ECB_02218	ECB_02218	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfbU	ECB_02219	ECB_02219	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfbV	ECB_02220	ECB_02220	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfbW	ECB_02184	ECB_02184	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
yfcA	ECB_02252	ECB_02252	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
yfcB	ECB_02255	ECB_02255	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yfcC	ECB_02223	ECB_02223	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfcD	ECB_02224	ECB_02224	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfcE	ECB_02225	ECB_02225	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfcF	ECB_02226	ECB_02226	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
yfcG	ECB_02227	ECB_02227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfcH	ECB_02229	ECB_02229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfcI	ECB_02230	ECB_02230	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfcJ	ECB_02247	ECB_02247	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfcK	ECB_02249	ECB_02249	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yfcL	ECB_02250	ECB_02250	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yfcM	ECB_02251	ECB_02251	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
yfcN	ECB_02256	ECB_02256	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yfcO	ECB_02257	ECB_02257	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0
yfcP	ECB_02258	ECB_02258	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
yfcQ	ECB_02259	ECB_02259	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
yfcR	ECB_02260	ECB_02260	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yfcS	ECB_02261	ECB_02261	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfcTU	ECB_02262	ECB_02262	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfcV	ECB_02263	ECB_02263	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfcX	ECB_02265	ECB_02265	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2
yfcY	ECB_02266	ECB_02266	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
yfcZ	ECB_02267	ECB_02267	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
yfdC	ECB_02273	ECB_02273	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	3
yfdE	ECB_02281	ECB_02281	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yfdU	ECB_02283	ECB_02283	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
yfdV	ECB_02282	ECB_02282	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yfdW	ECB_02284	ECB_02284	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yfdX	ECB_02285	ECB_02285	protein_coding	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0	0	2
yfdY	ECB_02287	ECB_02287	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
yfdZ	ECB_02289	ECB_02289	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yfeA	ECB_02303	ECB_02303	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	1	1
yfeC	ECB_02304	ECB_02304	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yfeD	ECB_02305	ECB_02305	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yfeG	ECB_02337	ECB_02337	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
yfeH	ECB_02309	ECB_02309	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfeO	ECB_02299	ECB_02299	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1
yfeR	ECB_02308	ECB_02308	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yfeY	ECB_02332	ECB_02332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfeZ	ECB_02333	ECB_02333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yffB	ECB_02362	ECB_02362	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yffH	ECB_02358	ECB_02358	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yffI	ECB_02338	ECB_02338	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2
yfgA	ECB_02408	ECB_02408	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfgB	ECB_02409	ECB_02409	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
yfgC	ECB_02386	ECB_02386	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yfgD	ECB_02387	ECB_02387	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
yfgF	ECB_02395	ECB_02395	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfgG	ECB_02396	ECB_02396	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfgH	ECB_02397	ECB_02397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfgJ	ECB_02402	ECB_02402	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfgK	ECB_02403	ECB_02403	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfgL	ECB_02404	ECB_02404	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
yfgM	ECB_02405	ECB_02405	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfhA	ECB_02446	ECB_02446	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfhB	ECB_02454	ECB_02454	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
yfhG	ECB_02447	ECB_02447	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfhH	ECB_02455	ECB_02455	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
yfhJ	ECB_02416	ECB_02416	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfhK	ECB_02448	ECB_02448	protein_coding	1	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	3
yfhL	ECB_02456	ECB_02456	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
yfhM	ECB_02412	ECB_02412	protein_coding	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0	1	1
yfhQ	ECB_02424	ECB_02424	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
yfhR	ECB_02426	ECB_02426	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
yfiA	ECB_02486	ECB_02486	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	2
yfiB	ECB_02494	ECB_02494	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
yfiC	ECB_02469	ECB_02469	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfiD	ECB_02473	ECB_02473	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfiE	ECB_02471	ECB_02471	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfiF	ECB_02475	ECB_02475	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
yfiH	ECB_02483	ECB_02483	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
yfiK	ECB_02472	ECB_02472	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfiL	ECB_02491	ECB_02491	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	2
yfiM	ECB_02480	ECB_02480	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfiN	ECB_02493	ECB_02493	protein_coding	0	0	1	5	0	0	0	0	2	0	0	1	0	0	0	0	3
yfiO	ECB_02485	ECB_02485	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
yfiP	ECB_02477	ECB_02477	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yfiQ	ECB_02478	ECB_02478	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
yfiR	ECB_02492	ECB_02492	protein_coding	0	0	1	5	0	0	0	0	3	0	0	1	0	0	0	0	2
yfjD	ECB_02501	ECB_02501	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
yfjF	ECB_02506	ECB_02506	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
yfjG	ECB_02507	ECB_02507	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ygaA	ECB_02559	ECB_02559	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	1
ygaC	ECB_02527	ECB_02527	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ygaD	ECB_02550	ECB_02550	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ygaE	ECB_02520	ECB_02520	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ygaG	ECB_02542	ECB_02542	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ygaH	ECB_02538	ECB_02538	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
ygaM	ECB_02528	ECB_02528	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ygaP	ECB_02524	ECB_02524	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ygaU	ECB_02521	ECB_02521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
